idHotel	name	description	price	idAsUUID
60	雅致单人房 1 os.	18-24平方米, 独立卫浴, 城市景观, 适合单人短住和商务出行。	500	a7b3e253-9d53-42cd-2bfa-e2b88f998606
60	高级大床房 2 os.	28-36平方米, 大床或双床, 含基础洗护与行李寄存服务。	680	035752a7-66b4-a196-19ce-36968e395fbf
60	家庭套房 3 os. + 1 dostawka	45-60平方米, 可加床, 适合亲子家庭和多人结伴出游。	960	44885266-530f-7165-8622-613bfa87a0a1
61	雅致单人房 1 os.	18-24平方米, 独立卫浴, 城市景观, 适合单人短住和商务出行。	537	acba8a2d-5825-35c6-1426-fe1ce3b451d1
61	高级大床房 2 os.	28-36平方米, 大床或双床, 含基础洗护与行李寄存服务。	717	d6e604b0-dc14-d0c4-12df-48f5992d480f
61	家庭套房 3 os. + 1 dostawka	45-60平方米, 可加床, 适合亲子家庭和多人结伴出游。	997	10f7dcd2-9b50-fa7f-699d-aaf8ed7868ad
62	雅致单人房 1 os.	18-24平方米, 独立卫浴, 城市景观, 适合单人短住和商务出行。	574	1cea6ede-bdc1-9d2a-9bf3-773b81af4a07
62	高级大床房 2 os.	28-36平方米, 大床或双床, 含基础洗护与行李寄存服务。	754	17388dbe-6206-66b4-9f0d-9a603d4caf8a
62	家庭套房 3 os. + 1 dostawka	45-60平方米, 可加床, 适合亲子家庭和多人结伴出游。	1034	c6aeb81d-e68e-d9db-36f3-83d1202f7575
63	雅致单人房 1 os.	18-24平方米, 独立卫浴, 城市景观, 适合单人短住和商务出行。	611	42a2e853-7c79-8230-ffdf-7806598a228f
63	高级大床房 2 os.	28-36平方米, 大床或双床, 含基础洗护与行李寄存服务。	791	37b04e5a-7541-f5a4-aa9b-e5aafb4b56df
63	家庭套房 3 os. + 1 dostawka	45-60平方米, 可加床, 适合亲子家庭和多人结伴出游。	1071	baea9ef5-7698-4a08-fac8-31dac1f846e0
64	雅致单人房 1 os.	18-24平方米, 独立卫浴, 城市景观, 适合单人短住和商务出行。	388	dee471ad-d81b-c07f-9277-2e26ba523819
64	高级大床房 2 os.	28-36平方米, 大床或双床, 含基础洗护与行李寄存服务。	568	1ab177cd-5261-0fce-4e37-2b904243f694
64	家庭套房 3 os. + 1 dostawka	45-60平方米, 可加床, 适合亲子家庭和多人结伴出游。	848	eb4767d0-64ff-972b-bbb5-19cac11b952d
65	雅致单人房 1 os.	18-24平方米, 独立卫浴, 城市景观, 适合单人短住和商务出行。	425	7a1f4505-4696-3773-c3e5-7cf30e21a2bb
65	高级大床房 2 os.	28-36平方米, 大床或双床, 含基础洗护与行李寄存服务。	605	6089e003-7df4-f5c3-ded6-e892f0de7104
65	家庭套房 3 os. + 1 dostawka	45-60平方米, 可加床, 适合亲子家庭和多人结伴出游。	885	9a555110-38b1-42a0-c264-1815ee50abf6
66	雅致单人房 1 os.	18-24平方米, 独立卫浴, 城市景观, 适合单人短住和商务出行。	462	7150dbf9-9972-cc83-4620-82b55a81f489
66	高级大床房 2 os.	28-36平方米, 大床或双床, 含基础洗护与行李寄存服务。	642	c85a78b1-72e4-c86f-45f9-0c392bae2c32
66	家庭套房 3 os. + 1 dostawka	45-60平方米, 可加床, 适合亲子家庭和多人结伴出游。	922	7838ca5c-4ffb-1a69-15a5-d22ffea03fcb
67	雅致单人房 1 os.	18-24平方米, 独立卫浴, 城市景观, 适合单人短住和商务出行。	499	f5ccb4fb-d11e-4341-04a8-b2b8cdb16f9d
67	高级大床房 2 os.	28-36平方米, 大床或双床, 含基础洗护与行李寄存服务。	679	b3c353c0-84fc-f955-bf24-c303a7536352
67	家庭套房 3 os. + 1 dostawka	45-60平方米, 可加床, 适合亲子家庭和多人结伴出游。	959	ae8d9f83-d85a-bb05-a157-63b1df05a108
