type	departureCity	arrivalCity	departureStation	arrivalStation	departureTime	arrivalTime	carrier	code	seatClass	price	remainingSeats	studentEligible	referenceDate	sourceUrl	sourceNote
TRAIN	成都	重庆	成都东站	重庆北站	16:17	18:07	中国铁路	G2543	二等座	115	29	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	石家庄	成都天府国际机场	石家庄正定国际机场	06:08	09:10	中国国航	CA2544	经济舱	810	7	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	石家庄	成都东站	石家庄站	16:46	00:00	中国铁路	G2544	二等座	480	30	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	太原	成都天府国际机场	太原武宿国际机场	06:45	09:32	东方航空	MU2545	经济舱	750	8	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	太原	成都东站	太原南站	17:15	23:43	中国铁路	G2545	二等座	430	31	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	呼和浩特	成都天府国际机场	呼和浩特白塔国际机场	07:22	10:30	南方航空	CZ2546	经济舱	850	9	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	呼和浩特	成都东站	呼和浩特东站	17:44	01:20	中国铁路	G2546	二等座	505	32	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	沈阳	成都天府国际机场	沈阳桃仙国际机场	07:59	12:27	海南航空	HU2547	经济舱	1210	10	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	沈阳	成都东站	沈阳北站	18:13	06:06	中国铁路	G2547	二等座	790	33	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	长春	成都天府国际机场	长春龙嘉国际机场	08:36	13:29	中国国航	CA2548	经济舱	1320	11	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	长春	成都东站	长春西站	18:42	07:54	中国铁路	G2548	二等座	880	34	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	哈尔滨	成都天府国际机场	哈尔滨太平国际机场	09:13	14:26	东方航空	MU2549	经济舱	1410	12	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	哈尔滨	成都东站	哈尔滨西站	19:11	09:27	中国铁路	G2549	二等座	955	35	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	南京	成都天府国际机场	南京禄口国际机场	09:50	13:06	南方航空	CZ2550	经济舱	880	13	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	南京	成都东站	南京南站	19:40	03:39	中国铁路	G2550	二等座	535	5	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	杭州	成都天府国际机场	杭州萧山国际机场	10:27	13:56	海南航空	HU2551	经济舱	940	14	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	杭州	成都东站	杭州东站	20:09	04:51	中国铁路	G2551	二等座	585	6	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	合肥	成都天府国际机场	合肥新桥国际机场	11:04	14:05	中国国航	CA2552	经济舱	820	15	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	合肥	成都东站	合肥南站	05:38	12:49	中国铁路	G2552	二等座	485	7	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	福州	成都天府国际机场	福州长乐国际机场	11:41	15:13	东方航空	MU2553	经济舱	960	16	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	福州	成都东站	福州南站	06:07	14:59	中国铁路	G2553	二等座	595	8	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	南昌	成都天府国际机场	南昌昌北国际机场	12:18	15:09	南方航空	CZ2554	经济舱	780	17	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	南昌	成都东站	南昌西站	06:36	13:15	中国铁路	G2554	二等座	450	9	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	济南	成都天府国际机场	济南遥墙国际机场	12:55	16:08	海南航空	HU2555	经济舱	870	18	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	济南	成都东站	济南西站	07:05	14:54	中国铁路	G2555	二等座	530	10	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	郑州	成都天府国际机场	郑州新郑国际机场	13:32	16:08	中国国航	CA2556	经济舱	710	19	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	郑州	成都东站	郑州东站	07:34	13:24	中国铁路	G2556	二等座	395	11	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	武汉	成都天府国际机场	武汉天河国际机场	14:09	16:42	东方航空	MU2557	经济舱	700	20	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	武汉	成都东站	武汉站	08:03	13:44	中国铁路	G2557	二等座	385	12	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	长沙	成都天府国际机场	长沙黄花国际机场	14:46	17:11	南方航空	CZ2558	经济舱	660	21	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	长沙	成都东站	长沙南站	08:32	13:47	中国铁路	G2558	二等座	360	13	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	广州	成都天府国际机场	广州白云国际机场	15:23	18:21	海南航空	HU2559	经济舱	810	22	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	广州	成都东站	广州南站	09:01	16:03	中国铁路	G2559	二等座	480	14	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	南宁	成都天府国际机场	南宁吴圩国际机场	16:00	18:31	中国国航	CA2560	经济舱	690	23	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	南宁	成都东站	南宁东站	09:30	15:05	中国铁路	G2560	二等座	385	15	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	海口	成都天府国际机场	海口美兰国际机场	16:37	19:44	东方航空	MU2561	经济舱	860	24	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	海口	成都东站	海口东站	09:59	17:31	中国铁路	G2561	二等座	515	16	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	贵阳	成都天府国际机场	贵阳龙洞堡国际机场	17:51	19:36	海南航空	HU2563	经济舱	490	26	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	贵阳	成都东站	贵阳北站	10:57	14:04	中国铁路	G2563	二等座	220	18	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	昆明	成都天府国际机场	昆明长水国际机场	18:28	20:26	中国国航	CA2564	经济舱	550	27	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	昆明	成都东站	昆明南站	11:26	15:14	中国铁路	G2564	二等座	270	19	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	拉萨	成都天府国际机场	拉萨贡嘎国际机场	19:05	22:04	东方航空	MU2565	经济舱	820	28	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	拉萨	成都东站	拉萨站	11:55	19:01	中国铁路	G2565	二等座	490	20	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	西安	成都天府国际机场	西安咸阳国际机场	19:42	21:39	南方航空	CZ2566	经济舱	540	29	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	西安	成都东站	西安北站	12:24	16:09	中国铁路	G2566	二等座	265	21	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	兰州	成都天府国际机场	兰州中川国际机场	06:19	08:15	海南航空	HU2567	经济舱	540	30	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	兰州	成都东站	兰州西站	12:53	16:35	中国铁路	G2567	二等座	265	22	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	西宁	成都天府国际机场	西宁曹家堡国际机场	06:56	09:02	中国国航	CA2568	经济舱	590	31	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	西宁	成都东站	西宁站	13:22	17:35	中国铁路	G2568	二等座	300	23	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	银川	成都天府国际机场	银川河东国际机场	07:33	09:58	东方航空	MU2569	经济舱	680	32	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	银川	成都东站	银川站	13:51	19:07	中国铁路	G2569	二等座	370	24	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	乌鲁木齐	成都天府国际机场	乌鲁木齐天山国际机场	08:10	12:32	南方航空	CZ2570	经济舱	1200	33	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	乌鲁木齐	成都东站	乌鲁木齐站	14:20	01:51	中国铁路	G2570	二等座	790	25	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	香港	成都天府国际机场	香港国际机场	08:47	11:58	海南航空	HU2571	经济舱	880	34	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	香港	成都东站	香港西九龙站	14:49	22:33	中国铁路	G2571	二等座	540	26	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	澳门	成都天府国际机场	澳门国际机场	09:24	12:31	中国国航	CA2572	经济舱	870	35	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	澳门	成都东站	珠海站	15:18	22:50	中国铁路	G2572	二等座	525	27	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	台北	成都天府国际机场	台北桃园国际机场	10:01	13:59	东方航空	MU2573	经济舱	1090	36	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	台北	成都东站	台北车站	15:47	02:01	中国铁路	G2573	二等座	710	28	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	深圳	成都天府国际机场	深圳宝安国际机场	10:38	13:46	南方航空	CZ2574	经济舱	870	37	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	深圳	成都东站	深圳北站	16:16	23:52	中国铁路	G2574	二等座	530	29	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	厦门	成都天府国际机场	厦门高崎国际机场	11:15	14:44	海南航空	HU2575	经济舱	970	3	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	厦门	成都东站	厦门北站	16:45	01:26	中国铁路	G2575	二等座	605	30	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	青岛	成都天府国际机场	青岛胶东国际机场	11:52	15:30	中国国航	CA2576	经济舱	1010	4	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	青岛	成都东站	青岛北站	17:14	02:25	中国铁路	G2576	二等座	640	31	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	大连	成都天府国际机场	大连周水子国际机场	12:29	16:29	东方航空	MU2577	经济舱	1110	5	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	大连	成都东站	大连北站	17:43	04:04	中国铁路	G2577	二等座	720	32	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	宁波	成都天府国际机场	宁波栎社国际机场	13:06	16:49	南方航空	CZ2578	经济舱	1030	6	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	宁波	成都东站	宁波站	18:12	03:39	中国铁路	G2578	二等座	660	33	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	苏州	成都天府国际机场	苏州机场	13:43	17:16	海南航空	HU2579	经济舱	990	7	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	苏州	成都东站	苏州站	18:41	03:34	中国铁路	G2579	二等座	625	34	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	无锡	成都天府国际机场	苏南硕放国际机场	14:20	17:50	中国国航	CA2580	经济舱	980	8	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	无锡	成都东站	无锡站	19:10	03:55	中国铁路	G2580	二等座	615	35	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	桂林	成都天府国际机场	桂林两江国际机场	14:57	17:17	东方航空	MU2581	经济舱	660	9	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	桂林	成都东站	桂林北站	19:39	00:38	中国铁路	G2581	二等座	365	5	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	三亚	成都天府国际机场	三亚凤凰国际机场	15:34	18:57	南方航空	CZ2582	经济舱	950	10	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	三亚	成都东站	三亚站	20:08	04:29	中国铁路	G2582	二等座	590	6	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	张家界	成都天府国际机场	张家界荷花国际机场	16:11	18:10	海南航空	HU2583	经济舱	570	11	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	张家界	成都东站	张家界西站	05:37	09:28	中国铁路	G2583	二等座	290	7	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	丽江	成都天府国际机场	丽江三义国际机场	16:48	18:39	中国国航	CA2584	经济舱	530	12	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	丽江	成都东站	丽江站	06:06	09:31	中国铁路	G2584	二等座	265	8	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	大理	成都天府国际机场	大理凤仪机场	17:25	19:27	东方航空	MU2585	经济舱	580	13	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
TRAIN	成都	大理	成都东站	大理站	06:35	10:35	中国铁路	G2585	二等座	305	9	true	2026-05-01	https://www.12306.cn/index/	全国覆盖演示模板 generated:nationwide-v1：城市、车站和距离分档用于扩展查询覆盖；车次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
FLIGHT	成都	黄山	成都天府国际机场	黄山屯溪国际机场	18:02	21:14	南方航空	CZ2586	经济舱	900	14	false	2026-05-01	https://wap.ctrip.com/html5/flight/?orphanapp=1	全国覆盖演示模板 generated:nationwide-v1：城市、机场和距离分档用于扩展查询覆盖；班次号、时刻与价格为可重复生成的演示数据，不是实时库存或售卖报价。
