name	city
普湾	大连市
普者黑	文山壮族苗族自治州
普雄	凉山彝族自治州
景州	衡水市
景德镇	景德镇市
景德镇北	景德镇市
景泰	白银市
暖泉	银川市
暮云	长沙市
曲水县	拉萨市
曲江	红河哈尼族彝族自治州
曲阜	济宁市
曲阜东	济宁市
曲靖	曲靖市
曲靖北	曲靖市
曹县	菏泽市
曹妃甸东	唐山市
曹妃甸港	唐山市
曹子里	天津市
曾口	巴中市
曾家坪子	昭通市
月亮田	六盘水市
月山	焦作市
朔州	朔州市
朗乡	伊春市
望都	保定市
朝天	广元市
朝天南	广元市
朝阳	朝阳市
朝阳南	朝阳市
朝阳地	承德市
朝阳川	延边朝鲜族自治州
朝阳湖	成都市
朝阳镇	通化市
木里图	通辽市
本溪	本溪市
本溪新城	本溪市
本溪湖	本溪市
朱家沟	牡丹江市
朱家窑	兰州市
朱日和	锡林郭勒盟
朱砂古镇	铜仁市
李家	黑河市
李家坪	兰州市
李旺	中卫市
李石寨	抚顺市
杏树	七台河市
杏树屯	大连市
杜家	哈尔滨市
杜尔伯特	大庆市
来宾	来宾市
来宾北	来宾市
来舟	南平市
杨岗	鸡西市
杨村	天津市
杨杖子	朝阳市
杨林	昆明市
杨柳青	天津市
杨树岭	承德市
杨桥	邵阳市
杨陵	西安市
杨陵南	咸阳市
杭州	杭州市
杭州东	杭州市
杭州南	杭州市
杭锦后旗	巴彦淖尔市
松原	松原市
松原北	松原市
松山湖北	东莞市
松树	大连市
松树镇	白山市
松桃	铜仁市
松江	上海市
松江南	上海市
松江河	白山市
松江镇	延边朝鲜族自治州
松河	六盘水市
松滋	荆州市
板城	保定市
板塘	湘潭市
林东	赤峰市
林口	牡丹江市
林海	大兴安岭地区
林源	大庆市
林盛堡	沈阳市
林西	赤峰市
果松	通化市
枝城	宜昌市
枝江北	宜昌市
枣庄	枣庄市
枣庄东	枣庄市
枣庄西	枣庄市
枣强	衡水市
枣林	忻州市
枣阳	襄阳市
枫林	黄石市
柏果	六盘水市
柞水	商洛市
查布嘎	赤峰市
查干湖	松原市
柳园	酒泉市
柳园南	酒泉市
柳州	柳州市
柳林南	吕梁市
柳树屯	葫芦岛市
柳江	柳州市
柳河	通化市
柴岗	长春市
柴沟堡	张家口市
柴河	牡丹江市
树木岭	长沙市
栟茶	南通市
株洲	株洲市
株洲南	株洲市
株洲西	株洲市
根河	呼伦贝尔市
格尔木	海西蒙古族藏族自治州
桂平	贵港市
桂林	桂林市
桂林北	桂林市
桂林西	桂林市
桃山	伊春市
桃村	烟台市
桃村北	烟台市
桐乡	嘉兴市
桐城	安庆市
桐子林	攀枝花市
桐庐	杭州市
桐柏	南阳市
桐梓	遵义市
桐梓东	遵义市
桐梓北	遵义市
桑园子	兰州市
桑根达来	锡林郭勒盟
桓台	淄博市
桥头	本溪市
桥西	嘉峪关市
桦南	佳木斯市
桦林	牡丹江市
梁山	济宁市
梁平	重庆市
梁平南	重庆市
梁底下	承德市
梅州	梅州市
梅河口	通化市
梧州	梧州市
梧州南	梧州市
梨树镇	鸡西市
棋子湾	海南省-自治区直辖县级行政区划
棕溪	安康市
棠海	楚雄彝族自治州
楚山	牡丹江市
楚雄	楚雄彝族自治州
楚雄南	楚雄彝族自治州
榆中	兰州市
榆林	榆林市
榆树	长春市
榆树台	沈阳市
榆树屯	齐齐哈尔市
榆树沟	承德市
榆次	晋中市
榆社	晋中市
榕江	黔东南苗族侗族自治州
槐荫	孝感市
樟木头	东莞市
樟木头东	东莞市
樟树	宜春市
樟树东	宜春市
横峰	上饶市
横沟桥东	咸宁市
横道河子	牡丹江市
横道河子东	牡丹江市
歙县	黄山市
歙县北	黄山市
正定	石家庄市
正定机场	石家庄市
正镶白旗	锡林郭勒盟
步行街	成都市
武义	金华市
武义北	金华市
武乡	长治市
武功	咸阳市
武夷山	南平市
武夷山东	南平市
武夷山北	南平市
武威	武威市
武威南	武威市
武安	邯郸市
武山	天水市
武当山	十堰市
武昌	武汉市
武汉	武汉市
武清	天津市
武穴	黄冈市
武胜	广安市
武陟	焦作市
武隆	重庆市
歪头山	本溪市
毛坝	达州市
毛坝关	安康市
毛陈	孝感市
民乐	张掖市
民和南	海东市
民权	商丘市
民权北	商丘市
水家湖	合肥市
水富	昭通市
水泉	朝阳市
水洋	长治市
水洞	通化市
水源	兰州市
永丰营	昆明市
永乐店	咸阳市
永修	九江市
永嘉	温州市
永城北	商丘市
永安	三明市
永安乡	鸡西市
永安南	三明市
永定	龙岩市
永寿	咸阳市
永川	重庆市
永川东	重庆市
永州	永州市
永康	金华市
永康南	金华市
永泰	福州市
永济	运城市
永济北	运城市
永登	兰州市
永福南	桂林市
永郎	凉山彝族自治州
汉中	汉中市
汉口	武汉市
汉寿	常德市
汉川	孝感市
汉沽	唐山市
汉源	雅安市
汉阴	安康市
汐子	赤峰市
汕头	汕头市
汕尾	汕尾市
汝州	平顶山市
汝箕沟	石嘴山市
汝阳	洛阳市
江华	永州市
江宁	南京市
江宁西	南京市
江山	衢州市
江所田	曲靖市
江桥	齐齐哈尔市
江永	永州市
江油	绵阳市
江油北	绵阳市
江津	重庆市
江源	白山市
江边村	抚州市
江都	扬州市
江门东	江门市
池州	池州市
汤原	佳木斯市
汤山城	丹东市
汤旺河	伊春市
汤池	齐齐哈尔市
汤逊湖	武汉市
汤阴	安阳市
汨罗	岳阳市
汨罗东	岳阳市
汪清	延边朝鲜族自治州
汾河	太原市
汾阳	吕梁市
沁县	长治市
沁阳	焦作市
沂南	临沂市
沂水	临沂市
沃皮	长春市
沈丘	周口市
沈家	哈尔滨市
沈家河	固原市
沈阳	沈阳市
沈阳东	沈阳市
沈阳北	沈阳市
沈阳南	沈阳市
沈阳西	沈阳市
沐滂	大理白族自治州
沙县	三明市
沙后所	葫芦岛市
沙坡头	中卫市
沙坪坝	重庆市
沙城	张家口市
沙岭子	张家口市
沙桥	楚雄彝族自治州
沙沱	六盘水市
沙河	邢台市
沙河口	大连市
沙河市	邢台市
沙海	朝阳市
沙湾县	塔城地区
沟帮子	锦州市
沥林北	惠州市
沧州	沧州市
沧州西	沧州市
沭阳	宿迁市
河口北	红河哈尼族彝族自治州
河口南	兰州市
河唇	湛江市
河津	运城市
河源	河源市
河边	忻州市
河间西	沧州市
治安	通辽市
沿河城	北京市
泉州	泉州市
泉州东	泉州市
泉阳	白山市
泊头	沧州市
法启	毕节市
泗县	宿州市
泗水	济宁市
泗洪	宿迁市
泗阳	宿迁市
泡子	阜新市
泥河子	锦州市
泥溪	宜宾市
泰和	吉安市
泰宁	三明市
泰安	泰安市
泰山	泰安市
泰州	泰州市
泰来	齐齐哈尔市
泽普	喀什地区
泽润里	楚雄彝族自治州
泾县	宣城市
泾川	平凉市
洋县西	汉中市
洋河	宿迁市
洛湾三江	贵阳市
洛门	天水市
洛阳	洛阳市
洛阳东	洛阳市
洛阳龙门	洛阳市
洞井	长沙市
洞口	邵阳市
洞庙河	承德市
洪河	佳木斯市
洪洞	临汾市
洪洞西	临汾市
洮南	白城市
流水沟	承德市
济南	济南市
济南东	济南市
济南西	济南市
济宁	济宁市
济源	河南省-省直辖县级行政区划
浑河	沈阳市
浠水	黄冈市
浩良河	伊春市
浮图峪	保定市
海  口东	海口市
海东西	海东市
海伦	绥化市
海北	绥化市
海口	海口市
海口东	海口市
海坨子	白城市
海城	鞍山市
海城西	鞍山市
海宁	嘉兴市
海宁西	嘉兴市
海安	南通市
海拉尔	呼伦贝尔市
海晏	海北藏族自治州
海林	牡丹江市
海林北	牡丹江市
海湾	上海市
海石湾	兰州市
海门	南通市
海阳北	烟台市
海龙	通化市
涉县	邯郸市
涞源	保定市
涟源	娄底市
涡阳	亳州市
涪陵	重庆市
涪陵北	重庆市
涵江	莆田市
涿州	保定市
涿州东	保定市
淄博	淄博市
淄博北	淄博市
淮北	淮北市
淮北北	淮北市
淮南	淮南市
淮南东	淮南市
淮安	淮安市
淮安南	淮安市
淮滨	信阳市
深井子	沈阳市
深圳	深圳市
深圳东	深圳市
深圳北	深圳市
深圳坪山	深圳市
深圳西	深圳市
深州	衡水市
清华园	北京市
清原	抚顺市
清徐	太原市
清水	酒泉市
清水北	酒泉市
清水县	天水市
清河	北京市
清河城	邢台市
清河门	阜新市
清河门北	阜新市
清涧县	榆林市
清远	清远市
渑池	三门峡市
渑池南	三门峡市
渠县	达州市
渠旧	崇左市
渠黎	崇左市
温岭	台州市
温州	温州市
温州南	温州市
温春	牡丹江市
温江	成都市
渭南	渭南市
渭南北	渭南市
渭南南	渭南市
渭南镇	天水市
渭津	辽源市
渭源	定西市
湖口	九江市
湖州	湖州市
湘乡	湘潭市
湘府路	长沙市
湘潭	湘潭市
湘潭北	湘潭市
湛江	湛江市
湛江西	湛江市
湟源	西宁市
湾沟	白山市
溆浦	怀化市
溆浦南	怀化市
源潭	清远市
源迁	淄博市
溧水	南京市
溧阳	常州市
滁州	滁州市
滁州北	滁州市
滕州	枣庄市
滕州东	枣庄市
满归	呼伦贝尔市
满洲里	呼伦贝尔市
滦县	唐山市
滦平	承德市
滦河	唐山市
滦河沿	承德市
滨州	滨州市
滨江	哈尔滨市
滨海	天津市
滨海北	天津市
滨海港	盐城市
滨海西	天津市
滴道	鸡西市
漠河	大兴安岭地区
漫水湾	凉山彝族自治州
漯河	漯河市
漯河西	漯河市
漳县	定西市
漳州	漳州市
漳州东	漳州市
漳平	龙岩市
漳平西	龙岩市
漳浦	漳州市
潍坊	潍坊市
潍坊北	潍坊市
潘家店	承德市
潜江	湖北省-自治区直辖县级行政区划
潞城	长治市
潢川	信阳市
潮州	潮州市
潮汕	潮州市
潮阳	汕头市
潼关	渭南市
潼南	重庆市
澄城	渭南市
澧县	常德市
濑湍	崇左市
濮阳	濮阳市
灌水	丹东市
火连寨	本溪市
灯塔	辽阳市
灵丘	大同市
灵宝	三门峡市
灵宝西	三门峡市
灵武	银川市
灵璧	宿州市
灵石	晋中市
灵石东	晋中市
炎陵	株洲市
烟台	烟台市
烟台南	烟台市
烟台西	烟台市
烟筒屯	大庆市
烟筒山	吉林市
热水	赤峰市
焉耆	巴音郭楞蒙古自治州
焦作	焦作市
焦作东	焦作市
照福铺	曲靖市
熊岳城	营口市
燕子砭	汉中市
燕家庄	泰安市
燕山	北京市
燕岗	乐山市
燕郊	廊坊市
牙克石	呼伦贝尔市
牙屯堡	怀化市
牛家	哈尔滨市
牛心台	本溪市
牛河梁	朝阳市
牟平	烟台市
牡丹江	牡丹江市
犀浦	成都市
犀浦东	成都市
犍为	乐山市
独山	黔南布依族苗族自治州
独立屯	大庆市
狮山	佛山市
狮山北	佛山市
狼尾山	张掖市
猛洞河	湘西土家族苗族自治州
玉屏	铜仁市
玉山	上饶市
玉山南	上饶市
玉林	玉林市
玉泉	哈尔滨市
玉溪	玉溪市
玉溪西	玉溪市
玉田县	唐山市
玉石	金昌市
玉舍	六盘水市
玉门	酒泉市
王兆屯	哈尔滨市
王团庄	吴忠市
王安镇	保定市
王家湾	兰州市
王家营西	昆明市
王岗	哈尔滨市
王府	松原市
王杨	伊春市
王瞳	衡水市
玛纳斯	昌吉回族自治州
玛纳斯湖	克拉玛依市
珞璜南	重庆市
珠斯花	通辽市
珠海	珠海市
珠海北	珠海市
珠琳	文山壮族苗族自治州
珠窝	北京市
班猫箐	昆明市
珲春	延边朝鲜族自治州
琼海	海南省-自治区直辖县级行政区划
瑞安	温州市
瑞昌	九江市
瑞昌西	九江市
瑞金	赣州市
璧山	重庆市
瓜州	酒泉市
瓢儿屯	抚顺市
瓦屋山	常州市
瓦房店	大连市
瓦房店西	大连市
瓦拉干	大兴安岭地区
瓦窑田	六盘水市
甘旗卡	通辽市
甘河	呼伦贝尔市
甘泉	延安市
甘泉北	延安市
甘洛	凉山彝族自治州
甘草店	兰州市
甘谷	天水市
田东	百色市
田东北	百色市
田师府	本溪市
田心东	株洲市
田林	百色市
田阳	百色市
甲山	承德市
电白	茂名市
甸心	楚雄彝族自治州
界首市	阜阳市
略阳	汉中市
疏勒	喀什地区
疏勒河	酒泉市
登沙河	大连市
白云鄂博	包头市
白城	白城市
白壁关	吕梁市
白奎堡	哈尔滨市
白山市	白山市
白文东	吕梁市
白旗	承德市
白水县	渭南市
白水江	汉中市
白水镇	曲靖市
白沙坡	曲靖市
白沙铺	黄石市
白沟	保定市
白河	延边朝鲜族自治州
白河东	安康市
白河县	安康市
白泉	辽源市
白洋淀	保定市
白涧	保定市
白狼	兴安盟
白石山	吉林市
白芨沟	石嘴山市
白银市	白银市
白银西	白银市
白音他拉	通辽市
白音华南	锡林郭勒盟
白音察干	乌兰察布市
白音胡硕	兴安盟
白马井	儋州市
白鸡坡	六盘水市
百宜	贵阳市
百浪	南宁市
百色	百色市
百里峡	保定市
皇姑屯	沈阳市
皋兰	兰州市
皮口	大连市
皮口南	大连市
皮山	和田地区
益阳	益阳市
盐城	盐城市
盐城北	盐城市
盐池	吴忠市
盐津	昭通市
盖州	营口市
盖州西	营口市
盘关	六盘水市
盘山	盘锦市
盘州	六盘水市
盘锦	盘锦市
盘锦北	盘锦市
盘龙城	武汉市
眉山	眉山市
眉山东	眉山市
石人	白山市
石人城	哈尔滨市
石嘴山	石嘴山市
石坝	吴忠市
石城	丹东市
石头	牡丹江市
石家庄	石家庄市
石家庄东	石家庄市
石家庄北	石家庄市
石山	锦州市
石岘	延边朝鲜族自治州
石岭	四平市
石峡子	武威市
石景山南	北京市
石林	昆明市
石林南	昆明市
石林西	昆明市
石柱县	重庆市
石桥	漯河市
石桥子	本溪市
石梯	达州市
石河子	新疆维吾尔自治区-自治区直辖县级行政区划
石泉县	安康市
石磷	鸡西市
石门县	邵阳市
石门县北	常德市
石龙	东莞市
砀山	宿州市
砀山南	宿州市
砚川	商洛市
确山	驻马店市
碧江	佛山市
碧鸡关	昆明市
碱厂	本溪市
碾子山	齐齐哈尔市
磁县	邯郸市
磁山	邯郸市
磁窑	泰安市
磁西	邯郸市
磐安镇	天水市
磐石	吉林市
磨刀石	牡丹江市
礼泉	咸阳市
祁东	衡阳市
祁东北	衡阳市
祁县	晋中市
祁县东	晋中市
祁家堡	本溪市
祁门	黄山市
祁阳	永州市
祁阳北	永州市
神头	朔州市
神州	海南省-自治区直辖县级行政区划
神木	榆林市
神木南	榆林市
神树	伊春市
神池	忻州市
祥云	大理白族自治州
祥云西	大理白族自治州
禄丰南	楚雄彝族自治州
福利区	兰州市
福利屯	双鸭山市
福安	宁德市
福山口	保定市
福山镇	海南省-自治区直辖县级行政区划
福州	福州市
福州  南	福州市
福州南	福州市
福泉	黔南布依族苗族自治州
福海	阿勒泰地区
福清	福州市
福田	深圳市
福鼎	宁德市
禹城	德州市
禹城东	德州市
离堆公园	成都市
秀山	重庆市
秀英	海口市
秦安	天水市
秦家	绥化市
秦家庄	忻州市
秦岭	宝鸡市
秦皇岛	秦皇岛市
秧草地	曲靖市
稷山	运城市
穆棱	牡丹江市
窑上	承德市
立志	大庆市
章丘	济南市
章丘北	济南市
章党	抚顺市
章古台	阜新市
端州	肇庆市
竹园坝	广元市
笔架山	双鸭山市
简阳	成都市
简阳南	成都市
米易	攀枝花市
米沙子	长春市
米脂	榆林市
精河	博尔塔拉蒙古自治州
精河南	博尔塔拉蒙古自治州
索伦	兴安盟
索图罕	呼伦贝尔市
紫荆关	保定市
紫阳	安康市
綦江	重庆市
綦江东	重庆市
繁峙	忻州市
繁昌西	芜湖市
红光镇	成都市
红兴隆	双鸭山市
红安	黄冈市
红安西	黄冈市
红寺堡	吴忠市
红山	伊春市
红岘台	白银市
红彦	呼伦贝尔市
红星	伊春市
红果	六盘水市
红江	楚雄彝族自治州
红砂岘	白银市
红花沟	赤峰市
纪家沟	承德市
纳雍	毕节市
纸坊东	武汉市
绅坊	温州市
织金	毕节市
织金北	毕节市
绍兴	绍兴市
绍兴东	绍兴市
绍兴北	绍兴市
经棚	赤峰市
绕阳河	锦州市
统军庄	北京市
绥中	葫芦岛市
绥中北	葫芦岛市
绥化	绥化市
绥德	榆林市
绥棱	绥化市
绥芬河	牡丹江市
绥阳	牡丹江市
绩溪北	宣城市
绩溪县	宣城市
绵阳	绵阳市
绿化	嘉峪关市
绿博园	郑州市
缙云	丽水市
缙云西	丽水市
罗城	河池市
罗山	信阳市
罗平	曲靖市
罗江	德阳市
罗江东	德阳市
罗源	福州市
羊堡	昆明市
羊尾哨	曲靖市
羊者窝	曲靖市
羊臼河	楚雄彝族自治州
羊草	绥化市
羊马	成都市
美兰	海口市
美溪	伊春市
老城镇	海南省-自治区直辖县级行政区划
老府	赤峰市
老莱	齐齐哈尔市
老营	白山市
老边	营口市
耒阳	衡阳市
耒阳西	衡阳市
聊城	聊城市
肃宁	沧州市
肇东	绥化市
肇庆	肇庆市
肇庆东	肇庆市
肥东	合肥市
背荫河	哈尔滨市
胜利镇	哈尔滨市
胜芳	廊坊市
胶州	青岛市
胶州北	青岛市
能家	朝阳市
自贡	自贡市
舍力虎	通辽市
舒兰	吉林市
舒城	六安市
良各庄	北京市
艾家村	吴忠市
艾河	保定市
芙蓉南	长沙市
芜湖	芜湖市
芦台	天津市
芦沟	曲靖市
芦溪	萍乡市
芦潮港	上海市
芨岭	金昌市
花博山	淄博市
花园	孝感市
花园口	大连市
花家庄	六盘水市
花山南	武汉市
花桥	苏州市
花棚子	攀枝花市
花湖	鄂州市
芷江	怀化市
苇子沟	延边朝鲜族自治州
苇河	哈尔滨市
苇河西	哈尔滨市
苍南	温州市
苍溪	广元市
苍石	抚顺市
苏家屯	沈阳市
苏尼特左旗	锡林郭勒盟
苏州	苏州市
苏州北	苏州市
苏州园区	苏州市
苏州新区	苏州市
英吉沙	喀什地区
英德	清远市
英德西	清远市
茂名	茂名市
茂名西	茂名市
茂林	四平市
茂舍祖	昆明市
范各庄	唐山市
范家屯	长春市
范镇	泰安市
茅岭	防城港市
茅草坪	六盘水市
茶卡	海西蒙古族藏族自治州
茶陵	株洲市
茶陵南	株洲市
荆州	荆州市
荆门	荆门市
草市	抚顺市
草河口	本溪市
草海	毕节市
荣成	威海市
荣昌	重庆市
荣昌北	重庆市
荷塘	湘潭市
莆田	莆田市
莎车	喀什地区
莒南	临沂市
莒县	日照市
莫尔道嘎	呼伦贝尔市
莱芜东	济南市
莱芜西	济南市
莱西	青岛市
莱西北	青岛市
莱阳	烟台市
莲江口	佳木斯市
获嘉	新乡市
菇园	通化市
菏泽	菏泽市
萍乡	萍乡市
萍乡北	萍乡市
营口	营口市
营口东	营口市
营城子	大连市
营山	南充市
营盘水	中卫市
营街	六盘水市
萧县北	宿州市
萨拉齐	包头市
落坡岭	北京市
落垡	廊坊市
葛店南	鄂州市
葛根庙	兴安盟
葡萄菁	毕节市
董家口	青岛市
葫芦岛	葫芦岛市
葫芦岛北	葫芦岛市
葵潭	揭阳市
蒙自	红河哈尼族彝族自治州
蒙自北	红河哈尼族彝族自治州
蒲城	渭南市
蒲城东	渭南市
蒲江	金华市
蓝村	青岛市
蓟州	天津市
蓟州北	天津市
蓬安	南充市
蓬溪	遂宁市
蓬莱市	烟台市
蔡家坡	宝鸡市
蔡家崖	吕梁市
蔡家沟	松原市
蔡山	黄冈市
蔺家楼	济南市
蕲春	黄冈市
藁城	石家庄市
藁城南	石家庄市
藤县	梧州市
虎什哈	承德市
虎林	鸡西市
虎石台	沈阳市
虎门	东莞市
虞城县	商丘市
虢镇	宝鸡市
蚌埠	蚌埠市
蚌埠南	蚌埠市
蛟河	吉林市
蛟河西	吉林市
蜀河	安康市
融安	柳州市
融水	柳州市
衡南	衡阳市
衡山	衡阳市
衡山西	衡阳市
衡水	衡水市
衡水北	衡水市
衡阳	衡阳市
衡阳东	衡阳市
衢州	衢州市
裴德	鸡西市
褚家湾	中卫市
襄垣	长治市
襄汾	临汾市
襄汾西	临汾市
襄河	黑河市
襄阳	襄阳市
襄阳东	襄阳市
西丰	铁岭市
西乌旗	锡林郭勒盟
西乡	汉中市
西八里	张家口市
西哲里木	兴安盟
西固	兰州市
西固城	兰州市
西大庙	承德市
西宁	西宁市
西安	西安市
西安北	西安市
西安南	西安市
西小召	巴彦淖尔市
西岗子	黑河市
西峡	南阳市
西平	驻马店市
西平西	东莞市
西昌	凉山彝族自治州
西昌南	凉山彝族自治州
西来	成都市
西林	伊春市
西柳	鞍山市
西渡	衡阳市
西湖东	惠州市
西街口	昆明市
西阳村	晋城市
西麻山	鸡西市
观沙岭	长沙市
角美	漳州市
讷河	齐齐哈尔市
许三湾	张掖市
许家台	兰州市
许家屯	大连市
许昌	许昌市
许昌东	许昌市
诏安	漳州市
诸城	潍坊市
诸暨	绍兴市
读书铺	昆明市
谢家镇	长春市
谭家井	武威市
谷城	襄阳市
谷山	长沙市
豆庄	邯郸市
豆张庄	天津市
豆罗	忻州市
贲红	乌兰察布市
贵安	贵阳市
贵定	黔南布依族苗族自治州
贵定北	黔南布依族苗族自治州
贵定南	黔南布依族苗族自治州
贵定县	黔南布依族苗族自治州
贵港	贵港市
贵溪	鹰潭市
贵阳	贵阳市
贵阳东	贵阳市
贵阳北	贵阳市
费县	临沂市
贺家店	天水市
贺州	贺州市
贺胜桥东	咸宁市
贾鲁河	郑州市
资中	内江市
资中北	内江市
资溪	抚州市
资阳	资阳市
资阳北	资阳市
赛汗塔拉	锡林郭勒盟
赣州	赣州市
赣榆	连云港市
赤壁	咸宁市
赤壁北	咸宁市
赤峰	赤峰市
赤峰西	赤峰市
赵光	黑河市
赵城	临汾市
赶水	重庆市
赶水东	重庆市
超梁沟	承德市
越西	凉山彝族自治州
路口铺	岳阳市
车转湾	曲靖市
轩岗	忻州市
轮台	巴音郭楞蒙古自治州
辛集	石家庄市
辛集南	石家庄市
辰清	黑河市
辰溪	怀化市
辽中	沈阳市
辽源	辽源市
辽阳	辽阳市
达坂城	乌鲁木齐市
达家沟	长春市
达州	达州市
达拉特旗	鄂尔多斯市
达拉特西	鄂尔多斯市
达连河	哈尔滨市
迁安	唐山市
迎宾路	成都市
迎春	鸡西市
运城	运城市
运城北	运城市
运粮河	开封市
近海	沈阳市
进贤	南昌市
进贤南	南昌市
连云港	连云港市
连云港东	连云港市
连山关	本溪市
连江	福州市
迤资	攀枝花市
通化	通化市
通化县	通化市
通北	黑河市
通安驿	定西市
通州	北京市
通州西	北京市
通榆	白城市
通沟	通化市
通海	玉溪市
通渭	定西市
通辽	通辽市
通远堡	丹东市
通远堡西	丹东市
通途	松原市
通道	怀化市
遂宁	遂宁市
遂平	驻马店市
遂溪	湛江市
道州	永州市
道清	白山市
道滘	东莞市
遵义	遵义市
遵义南	遵义市
遵义西	遵义市
邓州	南阳市
邛崃	成都市
邢台	邢台市
邢台东	邢台市
那曲	那曲市
那罗	南宁市
那铺	南宁市
邯郸	邯郸市
邯郸东	邯郸市
邳州	徐州市
邵东	邵阳市
邵家堂	兰州市
邵武	南平市
邵阳	邵阳市
邵阳北	邵阳市
邵阳西	邵阳市
邹城	济宁市
邹平	滨州市
郁南	云浮市
郑州	郑州市
郑州东	郑州市
郑州西	郑州市
郓城	菏泽市
郫县	成都市
郫县西	成都市
郭家店	四平市
郭磊庄	张家口市
郯城	临沂市
郴州	郴州市
郴州西	郴州市
都匀	黔南布依族苗族自治州
都匀东	黔南布依族苗族自治州
都昌	九江市
都格	六盘水市
都江堰	成都市
鄂尔多斯	鄂尔多斯市
鄂州	鄂州市
鄂州东	鄂州市
鄄城	菏泽市
鄠邑	西安市
鄯善	吐鲁番市
鄯善北	吐鲁番市
鄱阳	上饶市
酉阳	重庆市
酒泉	酒泉市
酒泉南	酒泉市
醴陵	株洲市
醴陵东	株洲市
里木店	绥化市
重庆	重庆市
重庆北	重庆市
重庆南	重庆市
重庆西	重庆市
野三坡	保定市
金华	金华市
金华南	金华市
金坑	本溪市
金城江	河池市
金宝屯	通辽市
金寨	六安市
金山北	上海市
金山屯	伊春市
金州	大连市
金昌	金昌市
金月湾	海南省-自治区直辖县级行政区划
金杖子	朝阳市
金沟屯	承德市
金河	呼伦贝尔市
金银潭	武汉市
金马村	昆明市
钟家村	渭南市
钟山	贺州市
钟山西	贺州市
钟祥	荆门市
钦州	钦州市
钦州东	钦州市
铁刹山	本溪市
铁力	伊春市
铁厂	通化市
铁厂沟	塔城地区
铁岭	铁岭市
铁岭西	铁岭市
铜仁	铜仁市
铜仁南	铜仁市
铜陵	铜陵市
铜陵北	铜陵市
银川	银川市
银浪	大庆市
银滩	儋州市
银瓶	东莞市
锡林浩特	锡林郭勒盟
锦州	锦州市
锦州南	铁岭市
锦河	黑河市
锦界	榆林市
镇城底	太原市
镇安	商洛市
镇平	南阳市
镇江	镇江市
镇江南	镇江市
镇西	白城市
镇赉	白城市
镇远	黔东南苗族侗族自治州
镜铁山	张掖市
长临河	合肥市
长兴	湖州市
长兴南	湖州市
长农	中卫市
长冲	大理白族自治州
长坡岭	曲靖市
长垣	新乡市
长城	白银市
长寿	重庆市
长寿北	重庆市
长寿湖	重庆市
长山屯	松原市
长岭子	大连市
长庆桥	庆阳市
长征	白银市
长春	长春市
长春南	长春市
长春西	长春市
长武	咸阳市
长汀	龙岩市
长汀南	龙岩市
长汀镇	牡丹江市
长沙	长沙市
长沙南	长沙市
长沙西	长沙市
长治	长治市
长治北	长治市
长流	海口市
长甸	丹东市
长葛	许昌市
长阳	宜昌市
门源	海北藏族自治州
闵集	孝感市
闻喜	运城市
闻喜西	运城市
闽清	福州市
闽清北	福州市
阆中	南充市
阎良	西安市
阜南	阜阳市
阜宁	盐城市
阜宁东	盐城市
阜新	阜新市
阜新南	阜新市
阜阳	阜阳市
防城港北	防城港市
阳东	阳江市
阳信	滨州市
阳城	晋城市
阳岔	通化市
阳平关	汉中市
阳新	黄石市
阳明堡	忻州市
阳春	阳江市
阳曲	太原市
阳曲西	太原市
阳朔	桂林市
阳江	阳江市
阳泉	阳泉市
阳泉北	阳泉市
阳泉曲	吕梁市
阳澄湖	苏州市
阳西	阳江市
阳谷	聊城市
阳邑	邯郸市
阳高	大同市
阿克苏	阿克苏地区
阿克陶	克孜勒苏柯尔克孜自治州
阿勒泰	阿勒泰地区
阿南庄	楚雄彝族自治州
阿图什	克孜勒苏柯尔克孜自治州
阿城	哈尔滨市
阿城北	哈尔滨市
阿尔山	兴安盟
阿尔山北	兴安盟
阿巴嘎旗	锡林郭勒盟
阿房宫	西安市
阿拉山口	博尔塔拉蒙古自治州
阿木尔	大兴安岭地区
阿里河	呼伦贝尔市
阿金	阜新市
阿龙山	呼伦贝尔市
陆丰	汕尾市
陆川	玉林市
陆良	曲靖市
陇南	陇南市
陇县	宝鸡市
陇西	定西市
陈官营	兰州市
陈相屯	沈阳市
陵城	德州市
陵水	海南省-自治区直辖县级行政区划
陶家屯	长春市
陶赖昭	松原市
隆化	承德市
隆回	邵阳市
隆安东	南宁市
隆昌	内江市
隆昌北	内江市
随州	随州市
雁栖湖	北京市
雁石南	龙岩市
雁翅	北京市
雁荡山	温州市
雅安	雅安市
集宁南	乌兰察布市
集安	通化市
雨格	六盘水市
零陵	永州市
雷州	湛江市
霍城	伊犁哈萨克自治州
霍尔果斯	伊犁哈萨克自治州
霍州	临汾市
霍州东	临汾市
霍林郭勒	通辽市
霍邱	六安市
霞浦	宁德市
露水河	白山市
霸州	廊坊市
霸州西	廊坊市
青县	沧州市
青城山	成都市
青堆	大连市
青山	牡丹江市
青岛	青岛市
青岛北	青岛市
青岛西	青岛市
青川	广元市
青州市	潍坊市
青州市北	潍坊市
青田	丽水市
青白江东	成都市
青神	眉山市
青莲	绵阳市
青铜峡	吴忠市
青龙	鸡西市
青龙山	淮北市
靖宇	白山市
靖州	怀化市
靖西	百色市
靖边	榆林市
靖远	白银市
靖远西	白银市
静海	天津市
革居	黔西南布依族苗族自治州
鞍山	鞍山市
鞍山西	鞍山市
