trainNumber	stopOrder	station	arrivalTime	departureTime
G309	2	保定东	2880	3540
G309	3	石家庄	5700	5880
G309	4	邯郸东	8220	9300
G309	5	安阳东	10320	10440
G309	6	郑州东	12960	13140
G309	7	汉口	19860	20400
G309	8	潜江	23460	23640
G309	9	宜昌东	27000	27300
G309	10	建始	32400	32940
G309	11	恩施	34320	34620
G309	12	利川	36660	36780
G309	13	丰都	40080	40200
G309	14	重庆北	43380	0
G310	0	南充北	0	0
G310	1	武胜	1620	1740
G310	2	重庆北	4500	5160
G310	3	涪陵北	7440	7560
G310	4	丰都	8700	8820
G310	5	石柱县	10020	10140
G310	6	恩施	14100	14340
G310	7	建始	15660	15780
G310	8	宜昌东	20880	21300
G310	9	荆州	23340	23700
G310	10	天门南	26220	26340
G310	11	汉口	28680	29100
G310	12	信阳东	32040	32160
G310	13	漯河西	34500	34620
G310	14	郑州东	36840	37140
G310	15	新乡东	38340	38460
G310	16	安阳东	40020	40140
G310	17	邢台东	41820	41940
G310	18	石家庄	43620	43860
G310	19	保定东	46020	46800
G310	20	北京西	49320	0
G311/G314	0	昆明南	0	0
G311/G314	1	贵阳北	7260	7500
G311/G314	2	桂林西	15060	15300
G311/G314	3	广州南	23640	24120
G311/G314	4	深圳北	25920	26280
G311/G314	5	香港西九龙	27360	0
G312/G313	0	香港西九龙	0	0
G312/G313	1	深圳北	1080	1320
G312/G313	2	虎门	2340	2460
G312/G313	3	广州南	3480	3780
G312/G313	4	桂林西	12000	12300
G312/G313	5	贵阳北	19980	20340
G312/G313	6	昆明南	27720	0
G315/G318	0	青岛	0	0
G315/G318	1	高密	2760	2880
G315/G318	2	潍坊	4500	4680
G315/G318	3	淄博	6780	6960
G315/G318	4	济南	9780	9900
G315/G318	5	曲阜东	12240	13020
G315/G318	6	滕州东	13980	14280
G315/G318	7	徐州东	15780	16980
G315/G318	8	商丘	19680	19800
G315/G318	9	郑州东	22800	22980
G315/G318	10	漯河西	24960	25080
G315/G318	11	驻马店西	26220	26640
G315/G318	12	信阳东	28140	28440
G315/G318	13	汉口	31440	31800
G315/G318	14	荆州	36180	36300
G315/G318	15	宜昌东	38340	38880
G315/G318	16	恩施	45120	45720
G315/G318	17	涪陵北	51780	51900
G315/G318	18	重庆北	54240	0
G316/G317	0	重庆北	0	0
G316/G317	1	涪陵北	2280	2400
G316/G317	2	丰都	3540	3660
G316/G317	3	石柱县	4860	4980
G316/G317	4	恩施	8760	9120
G316/G317	5	宜昌东	15300	15600
G316/G317	6	荆州	17640	17760
G316/G317	7	潜江	19260	19380
G316/G317	8	汉口	22740	23160
G316/G317	9	郑州东	29820	30000
G316/G317	10	徐州东	35400	37260
G316/G317	11	曲阜东	39480	39600
G316/G317	12	泰安	40740	41040
G316/G317	13	济南	42420	42600
G316/G317	14	淄博	45120	45240
G316/G317	15	青州市	46320	46440
G316/G317	16	潍坊	47700	47880
G316/G317	17	青岛	52320	0
G319	0	重庆西	0	0
G319	1	遵义	4680	4800
G319	2	贵阳东	7680	7920
G319	3	桂林西	15240	15480
G319	4	肇庆东	21660	21780
G319	5	广州南	23940	24300
G319	6	深圳北	26100	26340
G319	7	香港西九龙	27420	0
G320	0	香港西九龙	0	0
G320	1	深圳北	1080	1320
G320	2	广州南	3060	3240
G320	3	肇庆东	5340	5460
G320	4	桂林西	11640	11880
G320	5	贵阳东	19140	19380
G320	6	遵义	22320	22440
G320	7	重庆西	27180	0
G322	0	厦门北	0	0
G322	1	漳州	1140	1320
G322	2	龙岩	3840	4080
G322	3	漳平西	5520	5640
G322	4	永安南	7200	7320
G322	5	三明	8280	8400
G322	6	延平西	9960	10080
G322	7	武夷山东	12000	12180
G322	8	上饶	13920	14040
G322	9	德兴	15060	15180
G322	10	婺源	15900	16020
G322	11	黄山北	17400	17580
G322	12	绩溪北	18420	18540
G322	13	旌德	19200	19320
G322	14	铜陵北	20880	21000
G322	15	无为	21720	22140
G322	16	合肥南	23940	24420
G322	17	蚌埠南	27420	27720
G322	18	宿州东	29040	29400
G322	19	徐州东	30540	30660
G322	20	泰安	33720	33840
G322	21	济南西	34920	35040
G322	22	德州东	36480	36600
G322	23	沧州西	38160	38820
G322	24	北京南	42120	0
G323	0	北京南	0	0
G323	1	廊坊	1260	1380
G323	2	德州东	4800	4920
G323	3	济南西	6360	6480
G323	4	泰安	7500	7620
G323	5	枣庄	9900	10020
G323	6	徐州东	11100	11220
G323	7	宿州东	12360	12660
G323	8	淮南东	14700	14820
G323	9	合肥南	17160	17520
G323	10	长临河	18180	18300
G323	11	巢湖东	19200	19320
G323	12	铜陵北	20520	20640
G323	13	泾县	21660	21780
G323	14	旌德	22620	22740
G323	15	歙县北	23760	23880
G323	16	黄山北	24420	24600
G323	17	婺源	25860	25980
G323	18	上饶	27360	27540
G323	19	武夷山东	29280	29400
G323	20	延平西	31260	31440
G323	21	三明	33000	33120
G323	22	永安南	34080	34260
G323	23	漳平西	35820	35940
G323	24	龙岩	37380	37620
G323	25	漳州	40200	40320
G323	26	厦门北	41580	0
G324	0	厦门北	0	0
G324	1	晋江	1080	1500
G324	2	泉州	2160	2280
G324	3	涵江	4140	4260
G324	4	福清	5040	5460
G324	5	福州	7260	7500
G324	6	古田北	9000	9180
G324	7	武夷山东	11340	11460
G324	8	上饶	13200	13380
G324	9	婺源	14760	14880
G324	10	黄山北	16260	16440
G324	11	旌德	17640	17760
G324	12	南陵	18900	19020
G324	13	铜陵北	19740	19860
G324	14	巢湖东	21060	21180
G324	15	合肥南	22500	22920
G324	16	淮南东	25200	25320
G324	17	蚌埠南	26340	26460
G324	18	宿州东	27780	28200
G324	19	徐州东	29340	30060
G324	20	滕州东	31560	31740
G324	21	济南西	34380	34860
G324	22	天津南	38700	38820
G324	23	北京南	40860	0
G325	0	北京南	0	0
G325	1	天津南	2040	2160
G325	2	德州东	4800	4920
G325	3	济南西	6360	6540
G325	4	徐州东	10320	10440
G325	5	宿州东	11580	11700
G325	6	蚌埠南	13080	13440
G325	7	淮南东	14400	14700
G325	8	合肥南	16980	17340
G325	9	铜陵北	19500	19620
G325	10	歙县北	21900	22020
G325	11	黄山北	22560	22980
G325	12	婺源	24240	24480
G325	13	上饶	25920	26100
G325	14	武夷山东	27840	27960
G325	15	闽清北	30480	30600
G325	16	福州	31860	32100
G325	17	福州南	33120	33480
G325	18	福清	34320	34440
G325	19	莆田	35640	35820
G325	20	泉州	37380	37500
G325	21	厦门北	39000	0
G329	0	天津西	0	0
G329	1	德州东	3060	3180
G329	2	济南西	4620	4740
G329	3	曲阜东	6660	6780
G329	4	枣庄	8220	8340
G329	5	徐州东	9420	9540
G329	6	蚌埠南	11820	11940
G329	7	水家湖	13140	13260
G329	8	合肥南	15360	15600
G329	9	无为	17340	17460
G329	10	南陵	18600	18720
G329	11	泾县	19320	19440
G329	12	绩溪北	20640	20820
G329	13	黄山北	21720	22080
G329	14	婺源	23340	23460
G329	15	德兴	24120	24240
G329	16	上饶	25320	25440
G329	17	武夷山东	27180	27300
G329	18	建瓯西	28260	28380
G329	19	南平北	29340	29460
G329	20	福州	31740	0
G330	0	福州	0	0
G330	1	古田北	1500	1860
G330	2	南平北	2700	2820
G330	3	建瓯西	3780	3900
G330	4	武夷山北	5280	5400
G330	5	上饶	6720	6900
G330	6	婺源	8280	8460
G330	7	黄山北	9900	10080
G330	8	旌德	11280	11400
G330	9	铜陵北	12960	13080
G330	10	无为	13800	13920
G330	11	巢湖东	14700	14820
G330	12	合肥南	16140	16500
G330	13	淮南东	18840	18960
G330	14	蚌埠南	19980	20400
G330	15	宿州东	21840	22440
G330	16	徐州东	23580	24120
G330	17	滕州东	25620	25740
G330	18	曲阜东	26760	26880
G330	19	济南西	28800	29100
G330	20	德州东	30540	31260
G330	21	天津南	33900	34080
G330	22	天津西	34800	0
G331	0	北京南	0	0
G331	1	天津南	2040	2160
G331	2	德州东	4800	4920
G331	3	济南西	6360	0
G333	0	北京南	0	0
G333	1	廊坊	1260	1380
G333	2	天津南	2460	2580
G333	3	沧州西	3900	4020
G333	4	德州东	5640	5760
G333	5	济南西	7200	0
G334	0	济南	0	0
G334	1	济南西	960	1200
G334	2	德州东	2640	2760
G334	3	沧州西	4320	4440
G334	4	北京南	7500	0
G336	0	济南西	0	0
G336	1	沧州西	2700	2820
G336	2	天津南	4200	4440
G336	3	北京南	6480	0
G337	0	北京南	0	0
G337	1	廊坊	1260	1380
G337	2	天津南	2460	2640
G337	3	德州东	5280	5400
G337	4	济南西	6840	0
G338	0	泰安	0	0
G338	1	济南西	1020	1140
G338	2	德州东	2580	2760
G338	3	沧州西	4320	4440
G338	4	廊坊	6540	6660
G338	5	北京南	7980	0
G341	0	北京南	0	0
G341	1	沧州西	3060	3240
G341	2	德州东	4860	4980
G341	3	济南西	6420	0
G345	0	济南西	0	0
G345	1	泰安	1020	1140
G345	2	曲阜东	2280	2460
G345	3	枣庄	3900	4080
G345	4	徐州东	5160	5280
G345	5	宿州东	6420	6540
G345	6	蚌埠南	7920	8040
G345	7	水家湖	9240	9360
G345	8	合肥南	11400	11700
G345	9	无为	13440	13560
G345	10	南陵	14700	14820
G345	11	旌德	15960	16080
G345	12	绩溪北	16740	16980
G345	13	歙县北	17580	17700
G345	14	黄山北	18240	18420
G345	15	婺源	19680	19800
G345	16	上饶	21240	21420
G345	17	武夷山北	22740	22860
G345	18	建瓯西	24300	24420
G345	19	福州	27300	0
G349	0	北京西	0	0
G349	1	石家庄	4020	4200
G349	2	郑州东	9300	9540
G349	3	西安北	16320	16620
G349	4	成都东	27900	0
G350	0	成都东	0	0
G350	1	西安北	11520	11880
G350	2	郑州东	18480	18780
G350	3	石家庄	23640	23820
G350	4	北京西	27960	0
G351	0	北京南	0	0
G351	1	沧州西	3060	3180
G351	2	德州东	4800	4920
G351	3	济南西	6360	6480
G351	4	泰安	7500	7800
G351	5	曲阜东	9000	9120
G351	6	徐州东	11280	11460
G351	7	蚌埠南	13680	13800
G351	8	淮南东	14760	14880
G351	9	合肥南	17160	17400
G351	10	巢湖东	18660	18780
G351	11	铜陵北	19980	20100
G351	12	南陵	20820	20940
G351	13	绩溪北	22440	22560
G351	14	黄山北	23460	0
G352	0	黄山北	0	0
G352	1	歙县北	480	600
G352	2	绩溪北	1260	1380
G352	3	泾县	2580	2700
G352	4	铜陵北	3720	3840
G352	5	无为	4560	4680
G352	6	巢湖东	5460	5580
G352	7	合肥南	6900	7080
G352	8	蚌埠南	10080	10200
G352	9	徐州东	12360	12540
G352	10	曲阜东	14820	14940
G352	11	济南西	16800	16980
G352	12	德州东	18420	18540
G352	13	沧州西	20160	20460
G352	14	北京南	23580	0
G355	0	北京南	0	0
G355	1	沧州西	3060	3960
G355	2	德州东	5580	5700
G355	3	济南西	7140	7320
G355	4	曲阜东	9240	9540
G355	5	徐州东	11700	12000
G355	6	蚌埠南	14280	14400
G355	7	淮南东	15360	15480
G355	8	合肥南	17760	18240
G355	9	巢湖东	19500	19620
G355	10	无为	20400	20820
G355	11	南陵	21960	22080
G355	12	绩溪北	23580	23760
G355	13	黄山北	24660	24960
G355	14	婺源	26220	26340
G355	15	上饶	27780	27960
G355	16	五府山	28620	28740
G355	17	武夷山东	30120	30240
G355	18	古田北	32460	32580
G355	19	福州	34260	34560
G355	20	莆田	37080	37200
G355	21	泉州	38700	39120
G355	22	厦门北	40680	0
G356	0	厦门北	0	0
G356	1	泉州	1500	1620
G356	2	仙游	2700	3120
G356	3	莆田	3780	3900
G356	4	福清	5040	5160
G356	5	福州	6780	7080
G356	6	南平北	9120	9240
G356	7	武夷山东	10860	10980
G356	8	上饶	12720	12840
G356	9	德兴	13860	13980
G356	10	黄山北	15780	16080
G356	11	歙县北	16560	16680
G356	12	旌德	17700	17820
G356	13	铜陵北	19380	19560
G356	14	巢湖东	20760	20880
G356	15	合肥南	22200	22560
G356	16	水家湖	24600	24720
G356	17	淮南东	25260	25380
G356	18	蚌埠南	26400	26520
G356	19	徐州东	28740	28860
G356	20	枣庄	29940	30060
G356	21	滕州东	30840	31680
G356	22	泰安	33540	33780
G356	23	德州东	35940	36120
G356	24	天津南	38760	39300
G356	25	北京南	41340	0
G359/G362	0	西安北	0	0
G359/G362	1	郑州东	6600	6840
G359/G362	2	徐州东	12240	12660
G359/G362	3	南京南	17100	17280
G359/G362	4	上海虹桥	21360	0
G360/G361	0	上海虹桥	0	0
G360/G361	1	南京南	4080	4200
G360/G361	2	徐州东	8700	9000
G360/G361	3	郑州东	14460	14880
G360/G361	4	西安北	21360	0
G363	0	天津西	0	0
G363	1	白洋淀	2760	2880
G363	2	定州东	4560	4680
G363	3	石家庄	6060	6300
G363	4	邢台东	7920	8460
G363	5	鹤壁东	10920	12000
G363	6	郑州东	13980	14160
G363	7	许昌东	15480	16200
G363	8	漯河西	17160	17280
G363	9	信阳东	19560	19920
G363	10	武汉	22560	0
G366	0	武汉	0	0
G366	1	信阳东	2580	2700
G366	2	郑州东	6720	7380
G366	3	鹤壁东	9300	9600
G366	4	安阳东	10500	10620
G366	5	邯郸东	11640	11760
G366	6	石家庄	14100	14520
G366	7	正定机场	15360	15480
G366	8	保定东	17100	17220
G366	9	白洋淀	18120	18360
G366	10	霸州西	19440	19560
G366	11	胜芳	20520	20640
G366	12	天津西	21720	0
G367/G370	0	郑州	0	0
G367/G370	1	郑州东	900	1140
G367/G370	2	商丘	4140	4260
G367/G370	3	徐州东	7020	7260
G367/G370	4	南京南	11760	12000
G367/G370	5	上海虹桥	16140	0
G368/G369	0	上海虹桥	0	0
G368/G369	1	南京南	4080	4200
G368/G369	2	徐州东	8760	8880
G368/G369	3	郑州东	14340	0
G373	0	天津西	0	0
G373	1	天津	480	600
G373	2	滨海北	1800	1920
G373	3	唐山	2940	3120
G373	4	北戴河	4980	5160
G373	5	葫芦岛北	8820	8940
G373	6	沈阳北	14460	14640
G373	7	铁岭西	15780	15900
G373	8	昌图西	17100	17220
G373	9	四平东	18180	18300
G373	10	长春西	19860	19980
G373	11	哈尔滨西	23400	0
G374	0	哈尔滨西	0	0
G374	1	德惠西	2340	2400
G374	2	长春西	3780	3900
G374	3	四平东	5460	5580
G374	4	昌图西	6540	6600
G374	5	铁岭西	7800	7920
G374	6	沈阳北	9000	9180
G374	7	辽中	10920	11040
G374	8	锦州南	14100	14220
G374	9	秦皇岛	18420	18540
G374	10	唐山	20820	20940
G374	11	天津西	23040	0
G377/G380	0	大连北	0	0
G377/G380	1	鲅鱼圈	2400	2520
G377/G380	2	营口东	3600	3720
G377/G380	3	山海关	10080	10260
G377/G380	4	天津西	15120	15240
G377/G380	5	北京南	17520	0
G378/G379	0	北京南	0	0
G378/G379	1	天津西	2100	2460
G378/G379	2	山海关	7200	7380
G378/G379	3	盘锦	12600	12660
G378/G379	4	营口东	14220	14280
G378/G379	5	鲅鱼圈	15300	15420
G378/G379	6	大连北	17820	0
G381	0	北京南	0	0
G381	1	天津西	2100	2220
G381	2	天津	2700	2820
G381	3	唐山	4740	4860
G381	4	秦皇岛	7080	7200
G381	5	葫芦岛北	10380	10440
G381	6	锦州南	11460	11580
G381	7	沈阳北	16080	16200
G381	8	长春西	20160	20280
G381	9	哈尔滨西	23760	0
G382	0	哈尔滨西	0	0
G382	1	双城北	960	1080
G382	2	德惠西	2700	2820
G382	3	长春西	4200	4320
G382	4	四平东	5940	6060
G382	5	开原西	7320	7380
G382	6	沈阳北	9060	9240
G382	7	盘锦北	12720	12840
G382	8	葫芦岛北	15120	15240
G382	9	山海关	17820	18000
G382	10	秦皇岛	18840	19020
G382	11	滦河	20580	20760
G382	12	唐山	21780	22080
G382	13	天津西	24180	24660
G382	14	北京南	26940	0
G383	0	北京南	0	0
G383	1	廊坊	1260	1380
G383	2	天津西	2520	2760
G383	3	唐山	4980	5580
G383	4	滦河	6600	7020
G383	5	北戴河	8160	8340
G383	6	秦皇岛	9000	9180
G383	7	绥中北	11340	11400
G383	8	锦州南	13500	13620
G383	9	盘锦北	15120	15180
G383	10	台安	16440	16560
G383	11	沈阳北	18960	19140
G383	12	昌图西	21180	21300
G383	13	长春	23820	24000
G383	14	吉林	26400	0
G384	0	吉林	0	0
G384	1	长春	2400	2580
G384	2	长春西	3180	3300
G384	3	公主岭南	4320	4440
G384	4	四平东	5280	5400
G384	5	昌图西	6360	6420
G384	6	铁岭西	7620	7740
G384	7	沈阳北	8820	9000
G384	8	盘锦北	12300	12420
G384	9	秦皇岛	18000	18180
G384	10	天津西	22260	22380
G384	11	北京南	24660	0
G385/G388	0	大连北	0	0
G385/G388	1	营口东	3240	3300
G385/G388	2	盘锦	4980	5100
G385/G388	3	山海关	10320	10500
G385/G388	4	天津西	15480	15720
G385/G388	5	北京南	18000	0
G386/G387	0	北京南	0	0
G386/G387	1	天津西	2100	2220
G386/G387	2	秦皇岛	6360	6540
G386/G387	3	山海关	7380	7560
G386/G387	4	葫芦岛北	10080	10140
G386/G387	5	锦州南	11160	11220
G386/G387	6	营口东	14700	14820
G386/G387	7	大连北	18120	0
G389/G392	0	大连北	0	0
G389/G392	1	鲅鱼圈	2400	2520
G389/G392	2	营口东	3600	3720
G389/G392	3	盘锦	5520	5640
G389/G392	4	葫芦岛北	8580	8700
G389/G392	5	山海关	11280	11520
G389/G392	6	秦皇岛	12360	12600
G389/G392	7	滦河	14100	14280
G389/G392	8	唐山	15360	15540
G389/G392	9	滨海北	16500	16620
G389/G392	10	天津西	18060	18240
G389/G392	11	沧州西	20040	20160
G389/G392	12	德州东	21720	21840
G389/G392	13	济南西	23280	0
G390/G391	0	济南西	0	0
G390/G391	1	德州东	1440	1560
G390/G391	2	天津西	4620	4860
G390/G391	3	滨海西	6120	6660
G390/G391	4	唐山	7920	8100
G390/G391	5	滦河	9180	9360
G390/G391	6	秦皇岛	10800	11100
G390/G391	7	山海关	11940	12120
G390/G391	8	锦州南	15660	15720
G390/G391	9	盘锦	17760	17880
G390/G391	10	营口东	19500	19620
G390/G391	11	鲅鱼圈	20640	20760
G390/G391	12	大连北	23160	0
G393	0	北京南	0	0
G393	1	天津西	2100	2700
G393	2	滨海西	4020	4140
G393	3	唐山	5340	5760
G393	4	北戴河	7680	7800
G393	5	秦皇岛	8460	8880
G393	6	山海关	9720	9900
G393	7	葫芦岛北	12480	12540
G393	8	锦州南	13560	13620
G393	9	台安	16140	16260
G393	10	辽中	17100	17220
G393	11	沈阳北	19020	19200
G393	12	长春西	23220	23340
G393	13	哈尔滨西	26760	26940
G393	14	哈尔滨	27540	27660
G393	15	尚志南	30420	30540
G393	16	苇河西	31440	31500
G393	17	亚布力西	32040	32160
G393	18	牡丹江	33960	0
G394	0	牡丹江	0	0
G394	1	亚布力西	1800	1860
G394	2	尚志南	3060	3180
G394	3	阿城北	4740	4800
G394	4	哈尔滨	6240	6420
G394	5	长春西	10140	10260
G394	6	沈阳北	14160	14400
G394	7	锦州南	19020	19080
G394	8	绥中北	21240	21360
G394	9	山海关	22800	22980
G394	10	秦皇岛	23820	24000
G394	11	北戴河	24660	24900
G394	12	滦河	25980	26220
G394	13	唐山	27300	28140
G394	14	滨海西	29340	30060
G394	15	天津西	31260	31800
G394	16	北京南	34080	0
G395	0	北京南	0	0
G395	1	廊坊	1260	1380
G395	2	天津西	2520	2640
G395	3	唐山	4860	4980
G395	4	北戴河	6840	6960
G395	5	秦皇岛	7620	7800
G395	6	绥中北	9960	10020
G395	7	葫芦岛北	11280	11400
G395	8	锦州南	12480	12540
G395	9	盘锦	14580	14640
G395	10	海城西	15960	16020
G395	11	鞍山西	16740	16860
G395	12	沈阳南	18240	19560
G395	13	本溪	21000	21120
G395	14	通远堡西	22380	22500
G395	15	丹东	24060	0
G396	0	丹东	0	0
G396	1	通远堡西	1560	1680
G396	2	本溪	2940	3060
G396	3	沈阳南	4500	5700
G396	4	鞍山西	7080	7200
G396	5	海城西	7920	8040
G396	6	葫芦岛北	11820	11880
G396	7	山海关	14400	14520
G396	8	秦皇岛	15360	15540
G396	9	唐山	17820	18180
G396	10	天津西	20280	20580
G396	11	北京南	22920	0
G397	0	北京南	0	0
G397	1	天津西	2160	2340
G397	2	天津	2820	2940
G397	3	滨海北	4200	4860
G397	4	唐山	5820	5940
G397	5	秦皇岛	8160	8580
G397	6	山海关	9420	9600
G397	7	葫芦岛北	12120	12240
G397	8	沈阳	17760	17940
G397	9	本溪	19800	19920
G397	10	凤城东	21780	21900
G397	11	丹东	22920	0
G398	0	丹东	0	0
G398	1	凤城东	1020	1080
G398	2	本溪	2880	3000
G398	3	沈阳南	4500	4560
G398	4	沈阳	5280	5460
G398	5	辽中	7380	7500
G398	6	锦州南	10560	10620
G398	7	山海关	13860	13980
G398	8	秦皇岛	14820	14940
G398	9	唐山	17220	17340
G398	10	滨海西	18600	18720
G398	11	天津西	19980	20220
G398	12	北京南	22620	0
G399	0	北京南	0	0
G399	1	天津西	2100	2640
G399	2	唐山	4860	5160
G399	3	滦河	6240	6600
G399	4	秦皇岛	8040	8340
G399	5	山海关	9180	9300
G399	6	锦州南	13140	13200
G399	7	沈阳北	17880	18060
G399	8	铁岭西	19200	19260
G399	9	四平东	21060	21120
G399	10	长春西	22740	0
G400	0	长春西	0	0
G400	1	四平东	1560	1680
G400	2	铁岭西	3600	3660
G400	3	沈阳北	4800	4980
G400	4	锦州南	9660	9720
G400	5	山海关	13260	13380
G400	6	秦皇岛	14220	14400
G400	7	唐山	16680	17040
G400	8	天津西	19140	19680
G400	9	北京南	21960	0
G401	0	北京西	0	0
G401	1	保定东	2460	2580
G401	2	石家庄	4740	5160
G401	3	邯郸东	7500	7620
G401	4	鹤壁东	9240	9360
G401	5	新乡东	10320	10440
G401	6	郑州东	11700	12120
G401	7	驻马店西	15180	15300
G401	8	信阳东	16800	16920
G401	9	武汉	19560	20040
G401	10	咸宁北	21480	21780
G401	11	长沙南	25320	25620
G401	12	湘潭北	26460	26580
G401	13	娄底南	28140	28260
G401	14	邵阳北	29220	29340
G401	15	怀化南	31800	31980
G401	16	芷江	32700	32820
G401	17	铜仁南	34080	34200
G401	18	凯里南	36360	36480
G401	19	贵阳北	38820	0
G402	0	贵阳北	0	0
G402	1	凯里南	2280	2400
G402	2	铜仁南	4500	4620
G402	3	芷江	5880	6000
G402	4	怀化南	6720	6900
G402	5	娄底南	10020	10140
G402	6	韶山南	11160	11280
G402	7	湘潭北	12120	12240
G402	8	长沙南	13020	13260
G402	9	赤壁北	16380	16500
G402	10	武汉	18600	19260
G402	11	信阳东	21840	21960
G402	12	驻马店西	23520	23640
G402	13	漯河西	24780	24900
G402	14	郑州东	27060	27240
G402	15	新乡东	28440	28560
G402	16	安阳东	30120	30240
G402	17	邯郸东	31260	31560
G402	18	高邑西	33300	33660
G402	19	石家庄	34560	34800
G402	20	保定东	36960	37080
G402	21	北京西	39540	0
G403	0	北京西	0	0
G403	1	石家庄	4020	4140
G403	2	郑州东	9000	9180
G403	3	武汉	15420	15600
G403	4	长沙南	20280	20640
G403	5	怀化南	25680	25920
G403	6	贵阳北	31380	31620
G403	7	昆明南	38940	0
G404	0	昆明南	0	0
G404	1	贵阳北	7140	7380
G404	2	怀化南	12840	13020
G404	3	长沙南	17880	18120
G404	4	武汉	22860	23100
G404	5	郑州东	29340	29520
G404	6	石家庄	34500	34680
G404	7	北京西	38760	0
G405	0	北京西	0	0
G405	1	石家庄	4440	4800
G405	2	高邑西	5700	5820
G405	3	邯郸东	7560	7740
G405	4	安阳东	8760	8940
G405	5	郑州东	11520	11700
G405	6	信阳东	15780	15900
G405	7	武汉	18540	18780
G405	8	长沙南	23460	23700
G405	9	韶山南	25080	25200
G405	10	娄底南	26220	26340
G405	11	新化南	27780	27900
G405	12	怀化南	29880	30360
G405	13	铜仁南	32040	32160
G405	14	凯里南	34260	34380
G405	15	贵阳北	36660	36960
G405	16	安顺西	38760	38880
G405	17	曲靖北	42840	42960
G405	18	昆明南	45060	0
G406	0	昆明南	0	0
G406	1	曲靖北	2100	2220
G406	2	盘州	3660	3780
G406	3	安顺西	6540	6660
G406	4	贵阳北	8460	8820
G406	5	贵定北	10020	10140
G406	6	三穗	12720	12840
G406	7	怀化南	15240	15420
G406	8	新化南	17340	17460
G406	9	邵阳北	18240	18360
G406	10	娄底南	19320	19440
G406	11	长沙南	21540	21840
G406	12	岳阳东	23880	24240
G406	13	武汉	27240	27480
G406	14	郑州东	33960	34320
G406	15	石家庄	39780	40080
G406	16	北京西	44400	0
G411	0	北京南	0	0
G411	1	廊坊	1260	1380
G411	2	沧州西	3480	3600
G411	3	德州东	5220	5340
G411	4	济南西	6780	6900
G411	5	曲阜东	8820	8940
G411	6	滕州东	9900	10200
G411	7	徐州东	11760	11880
G411	8	蚌埠南	14040	14160
G411	9	南京南	16620	16740
G411	10	无锡东	19380	19500
G411	11	苏州北	20160	20460
G411	12	上海虹桥	21900	0
G412	0	上海虹桥	0	0
G412	1	无锡东	1680	1800
G412	2	丹阳北	3240	3360
G412	3	南京南	4860	4980
G412	4	徐州东	9540	10320
G412	5	曲阜东	12540	13200
G412	6	泰安	14340	14460
G412	7	济南西	15540	15840
G412	8	德州东	17280	18060
G412	9	沧州西	19680	19920
G412	10	北京南	23100	0
G417	0	南宁东	0	0
G417	1	梧州南	5280	5460
G417	2	佛山西	9420	9540
G417	3	广州南	10800	11160
G417	4	深圳北	12900	13140
G417	5	香港西九龙	14340	0
G418	0	香港西九龙	0	0
G418	1	深圳北	1080	1440
G418	2	虎门	2460	2580
G418	3	广州南	3600	3780
G418	4	佛山西	4920	5040
G418	5	梧州南	8880	9060
G418	6	南宁东	14340	0
G421	0	北京西	0	0
G421	1	高碑店东	1800	2220
G421	2	石家庄	5040	5400
G421	3	邯郸东	7740	7860
G421	4	安阳东	8880	9000
G421	5	郑州东	11580	11760
G421	6	漯河西	13980	14400
G421	7	驻马店西	15480	15600
G421	8	信阳东	17100	17220
G421	9	武汉	19860	20340
G421	10	岳阳东	23280	23400
G421	11	长沙南	25440	25920
G421	12	株洲西	26820	26940
G421	13	衡阳东	28620	28740
G421	14	祁东	30420	30540
G421	15	祁阳	31380	31500
G421	16	永州	32520	32760
G421	17	全州南	34920	35040
G421	18	兴安北	36300	36420
G421	19	桂林北	37980	38220
G421	20	柳州	42600	42840
G421	21	来宾北	44340	44460
G421	22	宾阳	45720	45840
G421	23	南宁东	47400	0
G422	0	南宁东	0	0
G422	1	来宾北	2520	2640
G422	2	柳州	4200	4380
G422	3	桂林北	8820	9000
G422	4	兴安北	10500	10620
G422	5	全州南	11880	12000
G422	6	永州	14160	14400
G422	7	祁阳	15360	15480
G422	8	祁东	16320	16440
G422	9	衡阳东	18180	18300
G422	10	株洲西	19920	20040
G422	11	长沙南	21180	21420
G422	12	岳阳东	23400	23520
G422	13	咸宁北	25320	25500
G422	14	武汉	27060	27360
G422	15	信阳东	29940	30180
G422	16	漯河西	32520	32640
G422	17	郑州东	34680	34860
G422	18	石家庄	40140	40560
G422	19	北京西	44880	0
G423	0	石家庄	0	0
G423	1	高邑西	900	1320
G423	2	邯郸东	3000	3120
G423	3	鹤壁东	4740	4860
G423	4	新乡东	5820	5940
G423	5	郑州东	7260	7560
G423	6	漯河西	9660	9780
G423	7	驻马店西	10860	10980
G423	8	信阳东	12480	12600
G423	9	武汉	15240	15660
G423	10	咸宁北	17100	17400
G423	11	岳阳东	19200	19320
G423	12	长沙南	21360	21540
G423	13	株洲西	22440	22560
G423	14	衡阳东	24180	24300
G423	15	祁阳	26640	26760
G423	16	永州	27780	28020
G423	17	东安东	29040	29460
G423	18	桂林北	33180	33420
G423	19	柳州	37800	37980
G423	20	来宾北	39480	39600
G423	21	南宁东	42180	0
G424	0	南宁东	0	0
G424	1	柳州	3840	4020
G424	2	永福南	6840	6960
G424	3	桂林北	8880	9060
G424	4	兴安北	10560	10680
