idHotel	name	description	price	id	guest_capacity	room_type
2228	标准间	标准间，简洁整洁，设施完备，高性价比之选。	307	5558	2	STANDARD
2228	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	399	5559	2	DOUBLE
2228	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	729	5560	3	SUITE
2229	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	412	5561	2	DOUBLE
2229	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	834	5562	3	SUITE
2230	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	588	5563	3	SUITE
2230	标准间	标准间，简洁整洁，设施完备，高性价比之选。	198	5564	2	STANDARD
2230	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	356	5565	2	DOUBLE
2231	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	471	5566	2	DOUBLE
2231	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	489	5567	3	SUITE
2232	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	706	5568	3	SUITE
2232	标准间	标准间，简洁整洁，设施完备，高性价比之选。	274	5569	2	STANDARD
2233	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	409	5570	2	DOUBLE
2233	标准间	标准间，简洁整洁，设施完备，高性价比之选。	256	5571	2	STANDARD
2233	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	823	5572	3	SUITE
2234	标准间	标准间，简洁整洁，设施完备，高性价比之选。	229	5573	2	STANDARD
2234	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	296	5574	2	DOUBLE
2235	标准间	标准间，简洁整洁，设施完备，高性价比之选。	257	5575	2	STANDARD
2235	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	771	5576	3	SUITE
2236	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	450	5577	2	DOUBLE
2236	标准间	标准间，简洁整洁，设施完备，高性价比之选。	213	5578	2	STANDARD
2237	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	473	5579	2	DOUBLE
2237	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	851	5580	3	SUITE
2238	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	689	5581	3	SUITE
2238	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	404	5582	2	DOUBLE
2238	标准间	标准间，简洁整洁，设施完备，高性价比之选。	202	5583	2	STANDARD
2239	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	764	5584	3	SUITE
2239	标准间	标准间，简洁整洁，设施完备，高性价比之选。	218	5585	2	STANDARD
2239	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	314	5586	2	DOUBLE
2240	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	652	5587	3	SUITE
2240	标准间	标准间，简洁整洁，设施完备，高性价比之选。	305	5588	2	STANDARD
2241	标准间	标准间，简洁整洁，设施完备，高性价比之选。	253	5589	2	STANDARD
2241	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	348	5590	2	DOUBLE
2241	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	543	5591	3	SUITE
2242	标准间	标准间，简洁整洁，设施完备，高性价比之选。	250	5592	2	STANDARD
2242	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	754	5593	3	SUITE
2243	标准间	标准间，简洁整洁，设施完备，高性价比之选。	232	5594	2	STANDARD
2243	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	561	5595	3	SUITE
2243	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	419	5596	2	DOUBLE
2244	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	405	5597	2	DOUBLE
2244	标准间	标准间，简洁整洁，设施完备，高性价比之选。	256	5598	2	STANDARD
2244	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	664	5599	3	SUITE
2245	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	377	5600	2	DOUBLE
2245	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	738	5601	3	SUITE
2245	标准间	标准间，简洁整洁，设施完备，高性价比之选。	253	5602	2	STANDARD
2246	标准间	标准间，简洁整洁，设施完备，高性价比之选。	287	5603	2	STANDARD
2246	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	651	5604	3	SUITE
2247	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	857	5605	3	SUITE
2247	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	320	5606	2	DOUBLE
2247	标准间	标准间，简洁整洁，设施完备，高性价比之选。	260	5607	2	STANDARD
2248	标准间	标准间，简洁整洁，设施完备，高性价比之选。	299	5608	2	STANDARD
2248	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	439	5609	2	DOUBLE
2248	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	508	5610	3	SUITE
2249	标准间	标准间，简洁整洁，设施完备，高性价比之选。	246	5611	2	STANDARD
2249	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	269	5612	2	DOUBLE
2249	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	662	5613	3	SUITE
2250	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	355	5614	2	DOUBLE
2250	标准间	标准间，简洁整洁，设施完备，高性价比之选。	185	5615	2	STANDARD
2250	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	573	5616	3	SUITE
2251	标准间	标准间，简洁整洁，设施完备，高性价比之选。	298	5617	2	STANDARD
2251	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	880	5618	3	SUITE
2251	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	269	5619	2	DOUBLE
2252	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	448	5620	2	DOUBLE
2252	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	694	5621	3	SUITE
2252	标准间	标准间，简洁整洁，设施完备，高性价比之选。	251	5622	2	STANDARD
2253	标准间	标准间，简洁整洁，设施完备，高性价比之选。	302	5623	2	STANDARD
2253	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	299	5624	2	DOUBLE
2253	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	809	5625	3	SUITE
2254	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	284	5626	2	DOUBLE
2254	标准间	标准间，简洁整洁，设施完备，高性价比之选。	219	5627	2	STANDARD
2255	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	744	5628	3	SUITE
2255	标准间	标准间，简洁整洁，设施完备，高性价比之选。	247	5629	2	STANDARD
2256	标准间	标准间，简洁整洁，设施完备，高性价比之选。	220	5630	2	STANDARD
2256	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	325	5631	2	DOUBLE
2256	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	615	5632	3	SUITE
2257	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	406	5633	2	DOUBLE
2257	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	832	5634	3	SUITE
2258	标准间	标准间，简洁整洁，设施完备，高性价比之选。	204	5635	2	STANDARD
2258	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	302	5636	2	DOUBLE
2259	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	362	5637	2	DOUBLE
2259	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	630	5638	3	SUITE
2260	标准间	标准间，简洁整洁，设施完备，高性价比之选。	260	5639	2	STANDARD
2260	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	596	5640	3	SUITE
2260	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	273	5641	2	DOUBLE
2261	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	858	5642	3	SUITE
2261	标准间	标准间，简洁整洁，设施完备，高性价比之选。	185	5643	2	STANDARD
2261	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	416	5644	2	DOUBLE
2262	标准间	标准间，简洁整洁，设施完备，高性价比之选。	260	5645	2	STANDARD
2262	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	695	5646	3	SUITE
2263	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	305	5647	2	DOUBLE
2263	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	786	5648	3	SUITE
2264	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	337	5649	2	DOUBLE
2264	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	536	5650	3	SUITE
2264	标准间	标准间，简洁整洁，设施完备，高性价比之选。	250	5651	2	STANDARD
2265	标准间	标准间，简洁整洁，设施完备，高性价比之选。	286	5652	2	STANDARD
2265	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	342	5653	2	DOUBLE
2266	标准间	标准间，简洁整洁，设施完备，高性价比之选。	275	5654	2	STANDARD
2266	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	412	5655	2	DOUBLE
2266	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	755	5656	3	SUITE
2267	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	695	5657	3	SUITE
2267	标准间	标准间，简洁整洁，设施完备，高性价比之选。	228	5658	2	STANDARD
2267	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	474	5659	2	DOUBLE
2268	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	443	5660	2	DOUBLE
2268	标准间	标准间，简洁整洁，设施完备，高性价比之选。	265	5661	2	STANDARD
2268	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	606	5662	3	SUITE
2269	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	823	5663	3	SUITE
2269	标准间	标准间，简洁整洁，设施完备，高性价比之选。	216	5664	2	STANDARD
2270	标准间	标准间，简洁整洁，设施完备，高性价比之选。	203	5665	2	STANDARD
2270	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	731	5666	3	SUITE
2270	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	291	5667	2	DOUBLE
2271	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	527	5668	3	SUITE
2271	标准间	标准间，简洁整洁，设施完备，高性价比之选。	292	5669	2	STANDARD
2271	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	464	5670	2	DOUBLE
2272	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	564	5671	3	SUITE
2272	标准间	标准间，简洁整洁，设施完备，高性价比之选。	287	5672	2	STANDARD
2273	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	737	5673	3	SUITE
2273	标准间	标准间，简洁整洁，设施完备，高性价比之选。	255	5674	2	STANDARD
2273	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	265	5675	2	DOUBLE
2274	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	824	5676	3	SUITE
2274	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	472	5677	2	DOUBLE
2275	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	275	5678	2	DOUBLE
2275	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	821	5679	3	SUITE
2276	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	435	5680	2	DOUBLE
2276	标准间	标准间，简洁整洁，设施完备，高性价比之选。	255	5681	2	STANDARD
2276	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	482	5682	3	SUITE
2277	标准间	标准间，简洁整洁，设施完备，高性价比之选。	218	5683	2	STANDARD
2277	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	797	5684	3	SUITE
2278	标准间	标准间，简洁整洁，设施完备，高性价比之选。	183	5685	2	STANDARD
2278	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	476	5686	2	DOUBLE
2278	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	838	5687	3	SUITE
2279	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	368	5688	2	DOUBLE
2279	标准间	标准间，简洁整洁，设施完备，高性价比之选。	286	5689	2	STANDARD
2280	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	445	5690	2	DOUBLE
2280	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	856	5691	3	SUITE
2281	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	375	5692	2	DOUBLE
2281	标准间	标准间，简洁整洁，设施完备，高性价比之选。	283	5693	2	STANDARD
2282	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	299	5694	2	DOUBLE
2282	标准间	标准间，简洁整洁，设施完备，高性价比之选。	274	5695	2	STANDARD
2283	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	361	5696	2	DOUBLE
2283	标准间	标准间，简洁整洁，设施完备，高性价比之选。	248	5697	2	STANDARD
2284	标准间	标准间，简洁整洁，设施完备，高性价比之选。	181	5698	2	STANDARD
2284	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	283	5699	2	DOUBLE
2285	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	336	5700	2	DOUBLE
2285	标准间	标准间，简洁整洁，设施完备，高性价比之选。	230	5701	2	STANDARD
2285	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	847	5702	3	SUITE
2286	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	447	5703	2	DOUBLE
2286	标准间	标准间，简洁整洁，设施完备，高性价比之选。	205	5704	2	STANDARD
2287	标准间	标准间，简洁整洁，设施完备，高性价比之选。	272	5705	2	STANDARD
2287	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	399	5706	2	DOUBLE
2287	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	599	5707	3	SUITE
2288	标准间	标准间，简洁整洁，设施完备，高性价比之选。	297	5708	2	STANDARD
2288	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	286	5709	2	DOUBLE
2288	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	686	5710	3	SUITE
2289	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	662	5711	3	SUITE
2289	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	269	5712	2	DOUBLE
2290	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	717	5713	3	SUITE
2290	标准间	标准间，简洁整洁，设施完备，高性价比之选。	203	5714	2	STANDARD
2290	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	358	5715	2	DOUBLE
2291	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	841	5716	3	SUITE
2291	标准间	标准间，简洁整洁，设施完备，高性价比之选。	197	5717	2	STANDARD
2292	标准间	标准间，简洁整洁，设施完备，高性价比之选。	258	5718	2	STANDARD
2292	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	443	5719	2	DOUBLE
2293	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	767	5720	3	SUITE
2293	标准间	标准间，简洁整洁，设施完备，高性价比之选。	241	5721	2	STANDARD
2294	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	283	5722	2	DOUBLE
2294	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	816	5723	3	SUITE
2294	标准间	标准间，简洁整洁，设施完备，高性价比之选。	316	5724	2	STANDARD
2295	标准间	标准间，简洁整洁，设施完备，高性价比之选。	275	5725	2	STANDARD
2295	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	819	5726	3	SUITE
2296	标准间	标准间，简洁整洁，设施完备，高性价比之选。	309	5727	2	STANDARD
2296	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	875	5728	3	SUITE
2296	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	382	5729	2	DOUBLE
2297	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	722	5730	3	SUITE
2297	标准间	标准间，简洁整洁，设施完备，高性价比之选。	294	5731	2	STANDARD
2298	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	716	5732	3	SUITE
2298	标准间	标准间，简洁整洁，设施完备，高性价比之选。	259	5733	2	STANDARD
2299	标准间	标准间，简洁整洁，设施完备，高性价比之选。	306	5734	2	STANDARD
2299	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	432	5735	2	DOUBLE
2299	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	639	5736	3	SUITE
2300	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	304	5737	2	DOUBLE
2300	标准间	标准间，简洁整洁，设施完备，高性价比之选。	221	5738	2	STANDARD
2301	标准间	标准间，简洁整洁，设施完备，高性价比之选。	288	5739	2	STANDARD
2301	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	268	5740	2	DOUBLE
2302	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	808	5741	3	SUITE
2302	标准间	标准间，简洁整洁，设施完备，高性价比之选。	247	5742	2	STANDARD
2302	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	382	5743	2	DOUBLE
2303	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	551	5744	3	SUITE
2303	标准间	标准间，简洁整洁，设施完备，高性价比之选。	187	5745	2	STANDARD
2304	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	355	5746	2	DOUBLE
2304	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	853	5747	3	SUITE
2305	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	448	5748	2	DOUBLE
2305	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	707	5749	3	SUITE
2306	标准间	标准间，简洁整洁，设施完备，高性价比之选。	192	5750	2	STANDARD
2306	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	446	5751	2	DOUBLE
2307	标准间	标准间，简洁整洁，设施完备，高性价比之选。	309	5752	2	STANDARD
2307	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	402	5753	2	DOUBLE
2308	标准间	标准间，简洁整洁，设施完备，高性价比之选。	213	5754	2	STANDARD
2308	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	290	5755	2	DOUBLE
2309	标准间	标准间，简洁整洁，设施完备，高性价比之选。	222	5756	2	STANDARD
2309	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	309	5757	2	DOUBLE
2309	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	867	5758	3	SUITE
2310	标准间	标准间，简洁整洁，设施完备，高性价比之选。	183	5759	2	STANDARD
2310	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	430	5760	2	DOUBLE
2310	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	584	5761	3	SUITE
2311	标准间	标准间，简洁整洁，设施完备，高性价比之选。	317	5762	2	STANDARD
2311	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	792	5763	3	SUITE
2311	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	262	5764	2	DOUBLE
2312	标准间	标准间，简洁整洁，设施完备，高性价比之选。	278	5765	2	STANDARD
2312	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	401	5766	2	DOUBLE
2313	标准间	标准间，简洁整洁，设施完备，高性价比之选。	273	5767	2	STANDARD
2313	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	295	5768	2	DOUBLE
2314	标准间	标准间，简洁整洁，设施完备，高性价比之选。	287	5769	2	STANDARD
2314	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	409	5770	2	DOUBLE
2315	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	435	5771	2	DOUBLE
2315	标准间	标准间，简洁整洁，设施完备，高性价比之选。	261	5772	2	STANDARD
2315	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	696	5773	3	SUITE
2316	标准间	标准间，简洁整洁，设施完备，高性价比之选。	277	5774	2	STANDARD
2316	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	459	5775	2	DOUBLE
2316	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	703	5776	3	SUITE
2317	标准间	标准间，简洁整洁，设施完备，高性价比之选。	304	5777	2	STANDARD
2317	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	262	5778	2	DOUBLE
2317	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	642	5779	3	SUITE
2318	标准间	标准间，简洁整洁，设施完备，高性价比之选。	310	5780	2	STANDARD
2318	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	842	5781	3	SUITE
2318	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	367	5782	2	DOUBLE
2319	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	812	5783	3	SUITE
2319	标准间	标准间，简洁整洁，设施完备，高性价比之选。	232	5784	2	STANDARD
2320	标准间	标准间，简洁整洁，设施完备，高性价比之选。	180	5785	2	STANDARD
2320	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	294	5786	2	DOUBLE
2321	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	329	5787	2	DOUBLE
2321	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	837	5788	3	SUITE
2321	标准间	标准间，简洁整洁，设施完备，高性价比之选。	204	5789	2	STANDARD
2322	标准间	标准间，简洁整洁，设施完备，高性价比之选。	288	5790	2	STANDARD
2322	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	688	5791	3	SUITE
2322	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	317	5792	2	DOUBLE
2323	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	326	5793	2	DOUBLE
2323	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	826	5794	3	SUITE
2324	标准间	标准间，简洁整洁，设施完备，高性价比之选。	243	5795	2	STANDARD
2324	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	359	5796	2	DOUBLE
2324	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	524	5797	3	SUITE
2325	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	699	5798	3	SUITE
2325	标准间	标准间，简洁整洁，设施完备，高性价比之选。	259	5799	2	STANDARD
2326	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	664	5800	3	SUITE
2326	标准间	标准间，简洁整洁，设施完备，高性价比之选。	233	5801	2	STANDARD
2327	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	563	5802	3	SUITE
2327	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	347	5803	2	DOUBLE
2327	标准间	标准间，简洁整洁，设施完备，高性价比之选。	305	5804	2	STANDARD
2328	标准间	标准间，简洁整洁，设施完备，高性价比之选。	203	5805	2	STANDARD
2328	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	282	5806	2	DOUBLE
2328	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	480	5807	3	SUITE
2329	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	274	5808	2	DOUBLE
2329	标准间	标准间，简洁整洁，设施完备，高性价比之选。	302	5809	2	STANDARD
2330	标准间	标准间，简洁整洁，设施完备，高性价比之选。	223	5810	2	STANDARD
2330	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	315	5811	2	DOUBLE
2331	标准间	标准间，简洁整洁，设施完备，高性价比之选。	313	5812	2	STANDARD
2331	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	317	5813	2	DOUBLE
2332	标准间	标准间，简洁整洁，设施完备，高性价比之选。	190	5814	2	STANDARD
2332	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	350	5815	2	DOUBLE
2332	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	509	5816	3	SUITE
2333	标准间	标准间，简洁整洁，设施完备，高性价比之选。	222	5817	2	STANDARD
2333	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	503	5818	3	SUITE
2334	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	730	5819	3	SUITE
2334	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	260	5820	2	DOUBLE
2334	标准间	标准间，简洁整洁，设施完备，高性价比之选。	287	5821	2	STANDARD
2335	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	731	5822	3	SUITE
2335	标准间	标准间，简洁整洁，设施完备，高性价比之选。	301	5823	2	STANDARD
2335	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	441	5824	2	DOUBLE
2336	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	396	5825	2	DOUBLE
2336	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	582	5826	3	SUITE
2336	标准间	标准间，简洁整洁，设施完备，高性价比之选。	197	5827	2	STANDARD
2337	标准间	标准间，简洁整洁，设施完备，高性价比之选。	308	5828	2	STANDARD
2337	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	382	5829	2	DOUBLE
2337	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	518	5830	3	SUITE
2338	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	624	5831	3	SUITE
2338	标准间	标准间，简洁整洁，设施完备，高性价比之选。	303	5832	2	STANDARD
2338	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	478	5833	2	DOUBLE
2339	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	443	5834	2	DOUBLE
2339	标准间	标准间，简洁整洁，设施完备，高性价比之选。	253	5835	2	STANDARD
2340	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	326	5836	2	DOUBLE
2340	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	871	5837	3	SUITE
2341	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	541	5838	3	SUITE
2341	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	331	5839	2	DOUBLE
2341	标准间	标准间，简洁整洁，设施完备，高性价比之选。	310	5840	2	STANDARD
2342	标准间	标准间，简洁整洁，设施完备，高性价比之选。	200	5841	2	STANDARD
2342	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	553	5842	3	SUITE
2342	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	331	5843	2	DOUBLE
2343	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	419	5844	2	DOUBLE
2343	标准间	标准间，简洁整洁，设施完备，高性价比之选。	201	5845	2	STANDARD
2343	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	742	5846	3	SUITE
2344	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	641	5847	3	SUITE
2344	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	458	5848	2	DOUBLE
2344	标准间	标准间，简洁整洁，设施完备，高性价比之选。	297	5849	2	STANDARD
2345	标准间	标准间，简洁整洁，设施完备，高性价比之选。	203	5850	2	STANDARD
